timestamp,purchase,item
2020-01-17 17:23:06,y,cue cards - love actually
2020-01-25 17:09:39,n,NA
2020-01-25 5:22:01,n,NA
2020-01-18 4:33:40,y,t-rex - jurassic park
2020-01-24 17:24:52,n,NA
2020-01-15 5:05:12,n,NA
2020-01-01 3:51:44,n,NA
2020-01-15 3:19:54,n,NA
2020-01-01 18:17:08,n,NA
2020-01-29 17:09:57,n,NA
2019-12-31 21:46:49,n,NA
2020-01-06 13:10:54,n,NA
2020-01-14 0:29:43,n,NA
2020-01-05 4:15:29,n,NA
2020-01-22 5:20:26,n,NA
2020-01-05 19:09:34,n,NA
2020-01-16 20:00:50,n,NA
2020-01-23 17:48:12,n,NA
2020-01-17 16:32:55,y,why so serious - the dark knight
2020-01-05 9:00:24,n,NA
2020-01-20 18:03:28,n,NA
2020-01-17 22:28:32,n,NA
2020-01-23 7:53:16,n,NA
2020-01-09 11:59:31,y,you're gonna need a bigger boat - jaws
2020-01-29 6:06:19,y,"luke, i am your father - starwars episode v"
2020-01-01 4:38:19,n,NA
2020-01-11 12:09:17,n,NA
2020-01-29 23:15:06,n,NA
2020-01-17 19:36:47,n,NA
2020-01-23 23:39:46,n,NA
2020-01-22 0:14:53,n,NA
2020-01-02 13:47:09,n,NA
2020-01-16 11:53:33,n,NA
2020-01-12 23:44:26,n,NA
2020-01-05 3:55:27,n,NA
2020-01-09 20:18:41,n,NA
2020-01-08 9:30:54,n,NA
2020-01-23 10:52:49,n,NA
2020-01-08 2:42:55,n,NA
2020-01-08 20:58:36,n,NA
2020-01-11 8:56:29,n,NA
2020-01-24 18:13:48,n,NA
2020-01-15 23:18:37,n,NA
2020-01-10 11:01:03,n,NA
2020-01-23 19:21:06,n,NA
2020-01-11 2:50:16,n,NA
2020-01-02 15:38:41,y,lava thumbs up - terminator 2
2020-01-17 21:02:49,n,NA
2020-01-20 2:18:41,y,hamilton and burr duel - hamilton
2020-01-13 2:01:49,n,NA
2020-01-20 2:44:13,n,NA
2020-01-19 8:50:46,n,NA
2020-01-03 17:54:11,y,box of chocolates - forest gump
2020-01-08 3:30:23,n,NA
2020-01-25 12:18:28,n,NA
2020-01-27 5:30:36,n,NA
2020-01-27 21:28:13,y,slow motion bullets - the matrix
2020-01-06 21:54:00,n,NA
2020-01-28 11:34:44,n,NA
2020-01-30 14:32:16,y,chest waxing - forty year old virgin
2020-01-12 10:52:53,n,NA
2020-01-17 21:09:24,n,NA
2020-01-13 4:05:46,n,NA
2020-01-27 22:54:01,n,NA
2020-01-25 5:52:06,n,NA
2020-01-07 7:32:28,n,NA
2020-01-05 6:16:18,n,NA
2020-01-27 19:22:26,y,offer he can't refuse - godfather
2020-01-16 18:44:54,n,NA
2020-01-26 20:57:41,n,NA
2020-01-16 22:00:32,n,NA
2020-01-02 4:17:24,n,NA
2020-01-03 3:27:20,n,NA
2020-01-29 21:44:33,n,NA
2020-01-30 17:55:43,n,NA
2020-01-20 15:05:23,y,breaking door with axe - the shining
2020-01-30 13:57:05,n,NA
2020-01-19 20:25:40,n,NA
2020-01-30 5:35:30,n,NA
2020-01-28 16:30:57,n,NA
2020-01-10 16:27:46,y,hello clarice - silence of the lambs
2020-01-17 10:31:59,n,NA
2020-01-05 1:11:22,n,NA
2020-01-16 11:08:46,y,monkeys discovering the monolith - a space odyssey
2020-01-27 8:50:09,n,NA
2020-01-15 16:28:50,n,NA
2020-01-13 1:58:41,y,the cane - citizen kane
2020-01-05 23:07:53,n,NA
2020-01-04 20:52:43,n,NA
2020-01-17 12:30:12,n,NA
2020-01-22 20:40:59,y,food poisoning - bridesmaids
2020-01-29 4:44:23,n,NA
2020-01-03 13:34:55,y,dancing in space - wall-e
2020-01-30 19:03:15,n,NA
2020-01-09 19:55:17,n,NA
2020-01-20 18:17:00,n,NA
2020-01-14 19:41:46,n,NA
2020-01-08 10:06:04,n,NA
2020-01-22 23:46:37,n,NA
2020-01-25 16:30:29,y,piano - big
2020-01-26 16:23:40,n,NA
2020-01-15 11:55:49,n,NA
2020-01-03 19:05:58,n,NA
2020-01-22 12:15:19,n,NA
2020-01-11 18:14:03,n,NA
2020-01-20 18:29:07,n,NA
2020-01-28 13:29:15,n,NA
2020-01-10 21:48:29,n,NA
2020-01-27 0:09:08,n,NA
2020-01-07 6:37:45,n,NA
2020-01-25 9:01:31,n,NA
2020-01-04 8:05:20,y,singing johnny b goode - back to the future
2020-01-26 10:21:46,n,NA
2020-01-25 8:58:43,n,NA
2020-01-30 19:04:56,n,NA
2020-01-20 21:27:54,n,NA
2020-01-07 5:17:52,n,NA
2020-01-16 3:13:26,n,NA
2020-01-20 12:11:33,n,NA
2020-01-09 14:06:52,n,NA
2020-01-04 16:44:46,n,NA
2020-01-31 15:30:36,n,NA
2020-01-19 2:20:25,n,NA
2020-01-03 6:21:19,n,NA
2020-01-10 1:07:36,n,NA
2020-01-20 0:22:37,n,NA
2020-01-23 14:35:44,n,NA
2020-01-11 12:37:12,n,NA
2020-01-10 6:23:30,n,NA
2020-01-13 14:53:26,n,NA
2020-01-06 22:57:58,y,alien bursting from chest - alien
2020-01-05 0:03:22,n,NA
2020-01-01 14:26:41,n,NA
2020-01-17 23:55:57,n,NA
2020-01-08 19:51:18,n,NA
2020-01-08 12:00:30,n,NA
2020-01-17 0:09:31,n,NA
2020-01-10 7:44:11,n,NA
2020-01-19 18:11:42,n,NA
2020-01-10 1:20:21,n,NA
2020-01-02 13:16:35,n,NA
2020-01-26 10:40:05,n,NA
2020-01-02 0:20:30,n,NA
2020-01-29 3:15:27,n,NA
2020-01-02 11:08:50,n,NA
2020-01-07 21:31:38,n,NA
2020-01-29 11:26:55,n,NA
2020-01-31 4:55:04,n,NA
2020-01-27 19:24:49,n,NA
2020-01-24 13:24:52,n,NA
2020-01-09 6:20:02,n,NA
2020-01-17 1:05:08,n,NA
2020-01-25 8:13:53,n,NA
2020-01-29 9:17:49,n,NA
2020-01-07 20:32:06,n,NA
2020-01-13 0:45:31,n,NA
2020-01-21 8:11:51,n,NA
2020-01-04 20:07:35,n,NA
2020-01-01 20:11:32,n,NA
2020-01-19 23:24:20,n,NA
2020-01-11 3:54:07,n,NA
2020-01-18 15:41:11,n,NA
2020-01-24 6:51:24,n,NA
2020-01-07 4:23:07,n,NA
2020-01-13 23:20:11,n,NA
2020-01-27 3:44:19,n,NA
2020-01-02 10:18:14,n,NA
2020-01-05 9:40:41,n,NA
2020-01-18 5:36:13,n,NA
2020-01-01 9:04:17,n,NA
2020-01-13 11:57:49,n,NA
2020-01-19 9:19:12,n,NA
2020-01-11 3:08:52,n,NA
2020-01-20 15:45:13,n,NA
2020-01-06 1:06:18,n,NA
2020-01-04 18:01:16,n,NA
2020-01-26 18:09:15,n,NA
2020-01-21 10:25:18,y,phone home - et
2020-01-22 18:38:29,n,NA
2020-01-03 8:53:59,n,NA
2020-01-29 18:56:42,n,NA
2020-01-12 11:55:33,n,NA
2020-01-17 19:49:14,n,NA
2020-01-03 13:51:35,n,NA
2020-01-30 15:38:05,n,NA
2020-01-12 23:15:22,n,NA
2020-01-04 15:08:46,n,NA
2020-01-01 15:40:25,n,NA
2020-01-14 21:28:18,y,the snap - avengers: infinity war
2020-01-20 20:39:32,n,NA
2020-01-04 6:55:23,n,NA
2020-01-08 2:20:37,y,there's no place like home - wizard of oz
2020-01-23 7:46:01,n,NA
2020-01-18 13:14:29,n,NA
2020-01-14 14:24:31,n,NA
2020-01-03 15:14:57,n,NA
2020-01-12 7:28:59,n,NA
2020-01-24 20:58:29,y,spaghetti - lady and the tramp
2020-01-23 14:27:54,y,boombox scene - say_anything
2020-01-02 0:17:46,n,NA
2020-01-01 16:17:43,n,NA
2020-01-28 3:12:42,n,NA
2020-01-17 9:37:13,n,NA
2020-01-26 18:24:16,n,NA
2020-01-28 21:52:46,n,NA
2020-01-15 14:33:39,n,NA
2020-01-26 2:18:28,n,NA
2020-01-30 22:27:48,n,NA
2020-01-26 17:54:38,n,NA
2020-01-01 6:47:46,n,NA
2020-01-08 13:49:20,n,NA
2020-01-08 12:43:22,n,NA
2020-01-19 3:04:32,n,NA
2020-01-18 21:19:46,n,NA
2020-01-17 11:55:12,n,NA
2020-01-14 0:26:05,n,NA
2020-01-14 12:58:30,n,NA
2020-01-13 22:11:19,n,NA
2020-01-04 6:19:58,n,NA
2020-01-08 8:30:12,n,NA
2020-01-17 10:41:31,n,NA
2020-01-14 3:29:10,n,NA
2020-01-23 23:33:19,n,NA
2020-01-23 2:50:23,n,NA
2020-01-17 0:10:05,n,NA
2020-01-03 8:33:44,n,NA
2020-01-28 16:32:06,n,NA
2020-01-02 6:15:05,n,NA
2020-01-21 3:56:59,y,give my creation life - young frankenstein
2020-01-19 22:01:35,n,NA
2020-01-21 8:49:52,n,NA
2020-01-11 17:51:50,n,NA
2020-01-04 9:24:45,n,NA
2020-01-31 5:55:05,n,NA
2020-01-01 7:07:41,n,NA
2020-01-18 16:23:00,n,NA
2020-01-18 23:13:59,n,NA
2020-01-05 18:37:47,n,NA
2020-01-24 5:15:45,n,NA
2020-01-18 18:04:59,n,NA
2020-01-05 6:26:03,n,NA
2020-01-20 17:06:46,n,NA
2020-01-17 4:07:00,n,NA
2020-01-03 11:00:38,y,wingardium leviosa - harry potter
2020-01-31 8:12:56,n,NA
2020-01-22 12:57:29,y,indy running from boulder - raiders of the lost ark
2020-01-09 14:11:39,n,NA
2020-01-29 2:01:06,n,NA
2020-01-20 15:36:21,n,NA
2020-01-28 19:09:17,n,NA
2020-01-13 21:04:19,n,NA
2020-01-04 19:43:48,n,NA
2020-01-09 14:17:54,n,NA
2020-01-13 17:32:53,n,NA
2020-01-15 9:38:08,n,NA
2020-01-21 14:17:48,n,NA
2020-01-30 5:25:51,n,NA
2020-01-07 23:11:13,n,NA
2020-01-19 19:50:10,n,NA
2020-01-06 11:31:57,n,NA
2020-01-16 10:47:38,n,NA
2020-01-16 1:55:59,n,NA
2020-01-05 17:21:23,n,NA
2020-01-21 12:33:59,n,NA
2020-01-29 16:53:09,n,NA
2020-01-29 0:02:48,n,NA
2020-01-03 9:05:36,n,NA
2020-01-26 6:05:25,n,NA
2020-01-02 10:58:45,n,NA
2020-01-05 3:38:44,n,NA
2020-01-30 3:49:05,n,NA
2020-01-19 22:31:00,n,NA
2020-01-30 17:24:23,n,NA
2020-01-13 20:22:05,n,NA
2020-01-07 12:14:12,n,NA
2020-01-10 0:40:35,n,NA
2020-01-22 6:03:33,n,NA
2020-01-04 16:06:35,n,NA
2020-01-05 16:03:40,n,NA
2020-01-21 13:34:22,y,lights flickering morse code - parasite
2020-01-17 21:25:25,n,NA
2020-01-01 22:32:36,y,t-rex - jurassic park
2020-01-20 22:01:53,n,NA
2020-01-20 7:34:17,n,NA
2020-01-10 22:39:20,n,NA
2020-01-15 7:40:54,n,NA
2020-01-21 18:17:43,n,NA
2020-01-03 12:28:03,n,NA
2020-01-03 23:59:37,n,NA
2020-01-14 7:40:36,y,cue cards - love actually
2020-01-03 20:08:42,n,NA
2020-01-14 4:46:54,n,NA
2020-01-18 23:43:44,n,NA
2020-01-02 15:04:28,n,NA
2020-01-20 6:11:52,n,NA
2020-01-04 3:30:28,n,NA
2020-01-18 1:45:18,n,NA
2020-01-28 6:55:26,n,NA
2020-01-10 20:35:29,n,NA
2020-01-25 15:01:00,n,NA
2020-01-04 4:40:28,n,NA
2020-01-23 7:10:23,n,NA
2020-01-29 5:24:35,n,NA
2020-01-04 13:33:54,n,NA
2020-01-10 3:22:26,n,NA
2020-01-20 15:15:03,n,NA
2020-01-17 8:37:02,n,NA
2020-01-17 19:34:15,n,NA
2020-01-23 4:18:08,n,NA
2020-01-10 2:15:53,n,NA
2020-01-03 9:31:58,n,NA
2020-01-27 15:00:29,n,NA
2020-01-17 1:40:13,n,NA
2020-01-12 3:42:48,n,NA
2020-01-17 4:49:41,n,NA
2020-01-22 18:12:40,n,NA
2020-01-05 11:03:57,n,NA
2020-01-23 14:50:20,n,NA
2020-01-07 5:05:34,n,NA
2020-01-22 0:24:33,n,NA
2020-01-22 23:14:25,n,NA
2020-01-20 20:47:04,n,NA
2020-01-29 21:24:49,n,NA
2020-01-04 21:37:51,n,NA
2020-01-28 11:17:49,n,NA
2020-01-09 11:26:42,n,NA
2020-01-18 21:48:42,n,NA
2020-01-08 15:04:22,n,NA
2020-01-06 3:20:30,n,NA
2020-01-09 21:22:05,n,NA
2020-01-29 22:34:28,n,NA
2020-01-05 18:29:29,n,NA
2020-01-03 2:31:33,n,NA
2020-01-29 3:18:14,n,NA
2020-01-26 14:40:48,n,NA
2020-01-14 18:16:10,n,NA
2020-01-09 23:31:59,n,NA
2020-01-17 16:46:37,n,NA
2020-01-30 3:43:54,n,NA
2020-01-01 22:21:15,n,NA
2020-01-14 9:33:06,n,NA
2020-01-02 10:18:57,n,NA
2020-01-03 1:02:57,n,NA
2020-01-14 8:20:17,n,NA
2020-01-23 2:10:00,n,NA
2020-01-16 18:07:57,n,NA
2020-01-11 0:16:09,n,NA
2020-01-21 1:39:44,n,NA
2020-01-20 20:02:34,y,circle of life - lion king
2020-01-05 18:22:20,n,NA
2020-01-09 1:04:23,n,NA
2020-01-23 1:36:47,n,NA
2020-01-15 5:54:34,n,NA
2020-01-09 2:36:53,n,NA
2020-01-26 6:25:41,n,NA
2020-01-25 5:38:12,n,NA
2020-01-14 6:50:57,n,NA
2020-01-05 11:54:26,n,NA
2020-01-08 17:29:34,n,NA
2020-01-04 23:22:44,n,NA
2020-01-28 2:27:28,n,NA
2020-01-19 21:15:13,n,NA
2020-01-03 10:43:43,n,NA
2020-01-06 22:36:24,n,NA
2020-01-01 23:05:38,n,NA
2020-01-29 14:24:55,n,NA
2020-01-28 6:58:36,n,NA
2020-01-01 2:52:58,n,NA
2020-01-13 15:29:00,n,NA
2020-01-16 9:37:57,n,NA
2020-01-11 8:32:58,n,NA
2020-01-21 10:17:19,n,NA
2020-01-26 0:19:59,n,NA
2020-01-26 5:00:02,n,NA
2020-01-02 3:32:44,n,NA
2020-01-04 0:32:21,n,NA
2020-01-26 6:16:34,n,NA
2020-01-05 10:35:43,n,NA
2020-01-07 2:54:24,n,NA
2020-01-06 21:38:26,n,NA
2020-01-15 19:41:12,n,NA
2020-01-12 2:24:55,n,NA
2020-01-22 20:59:54,n,NA
2020-01-11 16:15:35,n,NA
2020-01-03 1:17:38,n,NA
2020-01-16 11:13:17,n,NA
2020-01-04 6:18:27,n,NA
2020-01-10 12:05:24,n,NA
2020-01-10 23:03:39,y,commodus thumbs down - gladiator
2020-01-16 16:19:27,n,NA
2020-01-21 7:28:53,n,NA
2020-01-23 3:21:57,n,NA
2020-01-23 12:55:47,n,NA
2020-01-26 10:33:38,n,NA
2020-01-18 19:22:23,n,NA
2020-01-16 21:12:07,n,NA
2020-01-12 11:08:50,n,NA
2020-01-09 7:21:52,n,NA
2020-01-19 15:57:26,n,NA
2020-01-10 12:55:38,n,NA
2020-01-31 6:40:35,n,NA
2020-01-16 17:20:03,n,NA
2020-01-17 8:25:43,n,NA
2020-01-08 18:50:28,n,NA
2020-01-28 3:52:04,y,spinning top - inception
2020-01-20 19:46:11,n,NA
2020-01-28 17:29:08,n,NA
2020-01-20 19:40:50,n,NA
2020-01-03 15:21:18,n,NA
2020-01-01 19:01:17,n,NA
2020-01-21 18:40:51,n,NA
2020-01-27 16:59:42,n,NA
2020-01-28 14:11:23,y,upside-down kiss - spiderman
2020-01-06 13:12:07,n,NA
2020-01-18 1:27:16,n,NA
2020-01-05 14:08:15,n,NA
2020-01-13 23:33:48,n,NA
2020-01-02 9:01:00,n,NA
2020-01-20 19:42:43,n,NA
2020-01-10 10:38:49,n,NA
2020-01-09 18:01:29,n,NA
2020-01-20 1:29:06,y,i love lamp - anchorman
2020-01-19 4:26:50,n,NA
2020-01-03 1:49:10,n,NA
2020-01-04 6:59:08,n,NA
2020-01-09 20:55:53,n,NA
2020-01-10 16:14:39,y,as you wish - princess bride
2020-01-20 4:33:52,n,NA
2020-01-29 17:59:18,n,NA
2020-01-15 11:38:12,y,tale as old as time - beauty and the beast
2020-01-18 13:08:06,n,NA
2020-01-07 1:36:33,n,NA
2019-12-31 19:09:17,n,NA
2020-01-17 13:49:08,n,NA
2020-01-23 13:26:00,n,NA
2020-01-06 23:53:20,n,NA
2020-01-11 15:19:16,n,NA
2020-01-10 6:03:28,n,NA
2020-01-11 20:45:44,n,NA
2020-01-08 10:06:08,n,NA
2020-01-24 10:01:01,n,NA
2020-01-14 15:14:40,n,NA
2020-01-28 2:30:02,n,NA
2020-01-01 17:24:57,n,NA
2020-01-08 0:58:03,n,NA
2020-01-21 3:17:22,n,NA
2020-01-02 4:49:47,n,NA
2020-01-13 20:41:35,n,NA
2020-01-09 5:06:16,n,NA
2020-01-03 7:21:37,n,NA
2020-01-09 10:25:50,n,NA
2020-01-19 16:43:38,n,NA
2020-01-02 22:12:55,n,NA
2020-01-14 22:08:47,n,NA
2020-01-30 12:29:59,n,NA
2019-12-31 22:45:45,n,NA
2020-01-16 23:18:39,n,NA
2020-01-28 21:16:33,n,NA
2020-01-28 14:47:38,n,NA
2020-01-27 21:08:47,n,NA
2020-01-02 7:38:12,n,NA
2020-01-01 9:38:07,n,NA
2020-01-17 13:20:06,n,NA
2020-01-17 15:31:50,n,NA
2020-01-05 23:38:13,n,NA
2020-01-24 2:34:15,y,goodbye at airport - casablanca
2020-01-03 4:16:38,n,NA
2020-01-22 4:27:09,n,NA
2020-01-13 15:18:00,n,NA
2019-12-31 20:41:35,n,NA
2020-01-27 3:39:55,n,NA
2020-01-26 1:42:02,n,NA
2020-01-25 17:50:40,n,NA
2020-01-06 19:39:36,n,NA
2020-01-11 0:21:15,n,NA
2020-01-17 15:33:25,n,NA
2020-01-05 1:24:20,n,NA
2020-01-03 20:36:22,n,NA
2020-01-28 7:43:52,n,NA
2020-01-26 11:44:11,n,NA
2020-01-20 10:40:31,n,NA
2020-01-10 17:55:21,n,NA
2020-01-23 18:00:36,n,NA
2020-01-07 18:45:41,n,NA
2020-01-25 22:22:35,y,library dance - breakfast club
2020-01-14 6:18:41,n,NA
2020-01-22 15:01:05,n,NA
2020-01-28 19:30:56,n,NA
2020-01-06 7:50:36,n,NA
2020-01-08 0:56:39,n,NA
2020-01-29 6:15:50,y,door scene - titanic
2020-01-05 6:48:40,n,NA
2020-01-26 18:11:13,n,NA
2020-01-05 5:56:56,n,NA
2020-01-29 22:27:39,n,NA
2020-01-16 8:40:02,n,NA
2020-01-09 21:11:19,n,NA
2020-01-31 8:54:51,n,NA
2020-01-21 19:35:03,n,NA
2020-01-31 9:48:43,n,NA